REGION,Doedsaarsag,Koen2,Alder2,Aar,VAERDI
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,25-29,2016,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2002,7
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2003,6
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2004,7
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2005,-
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2006,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2007,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2008,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2009,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2010,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2011,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2012,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2013,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2014,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2015,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,30-34,2016,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2002,12
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2003,5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2004,15
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2005,6
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2006,7
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2007,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2008,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2009,8
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2010,8
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2011,5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2012,7
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2013,5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2014,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2015,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,35-39,2016,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2002,14
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2003,18
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2004,16
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2005,14
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2006,8
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2007,13
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2008,6
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2009,12
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2010,14
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2011,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2012,7
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2013,7
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2014,5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2015,<5
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,40-44,2016,8
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2002,24
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2003,24
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2004,24
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2005,22
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2006,10
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2007,17
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2008,12
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2009,23
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2010,18
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2011,17
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2012,10
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2013,10
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2014,14
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2015,12
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,45-49,2016,14
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2002,24
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2003,39
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2004,35
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2005,22
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2006,31
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2007,19
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2008,27
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2009,21
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2010,18
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2011,17
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2012,21
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2013,21
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2014,18
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2015,15
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,50-54,2016,16
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2002,18
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2003,38
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2004,31
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2005,36
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2006,24
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2007,29
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2008,25
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2009,34
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2010,33
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2011,27
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2012,29
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2013,32
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2014,17
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2015,24
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2016,25
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2002,29
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2003,45
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2004,42
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2005,39
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2006,43
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2007,43
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2008,31
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2009,38
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2010,48
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2011,28
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2012,32
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2013,49
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2014,23
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2015,37
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2016,39
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2002,42
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2003,52
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2004,60
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2005,39
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2006,52
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2007,46
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2008,38
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2009,38
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2010,54
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2011,71
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2012,56
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2013,64
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2014,56
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2015,44
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2016,44
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2002,79
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2003,86
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2004,73
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2005,78
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2006,73
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2007,75
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2008,61
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2009,64
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2010,72
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2011,65
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2012,66
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2013,69
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2014,77
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2015,98
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2016,83
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2002,118
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2003,122
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2004,117
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2005,99
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2006,109
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2007,101
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2008,80
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2009,91
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2010,106
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2011,108
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2012,108
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2013,116
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2014,102
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2015,114
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2016,114
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2002,136
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2003,163
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2004,127
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2005,135
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2006,154
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2007,153
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2008,134
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2009,151
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2010,162
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2011,126
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2012,178
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2013,181
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2014,158
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2015,159
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2016,156
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2002,220
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2003,234
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2004,251
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2005,224
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2006,274
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2007,357
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2008,286
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2009,344
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2010,369
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2011,332
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2012,388
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2013,452
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2014,443
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2015,455
Hele landet,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2016,402
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2002,14.965
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2003,14.923
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2004,15.211
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2005,15.282
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2006,15.626
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2007,15.126
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2008,15.221
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2009,15.115
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2010,15.345
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2011,15.555
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2012,15.732
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2013,15.452
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2014,15.626
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2015,15.661
Hele landet,A-02 Kræft,Begge køn,Alle aldre,2016,15.771
Hele landet,A-02 Kræft,Begge køn,0-4,2002,11
Hele landet,A-02 Kræft,Begge køn,0-4,2003,13
Hele landet,A-02 Kræft,Begge køn,0-4,2004,12
Hele landet,A-02 Kræft,Begge køn,0-4,2005,7
Hele landet,A-02 Kræft,Begge køn,0-4,2006,5
Hele landet,A-02 Kræft,Begge køn,0-4,2007,13
Hele landet,A-02 Kræft,Begge køn,0-4,2008,6
Hele landet,A-02 Kræft,Begge køn,0-4,2009,9
Hele landet,A-02 Kræft,Begge køn,0-4,2010,<5
Hele landet,A-02 Kræft,Begge køn,0-4,2011,10
Hele landet,A-02 Kræft,Begge køn,0-4,2012,<5
Hele landet,A-02 Kræft,Begge køn,0-4,2013,8
Hele landet,A-02 Kræft,Begge køn,0-4,2014,6
Hele landet,A-02 Kræft,Begge køn,0-4,2015,<5
Hele landet,A-02 Kræft,Begge køn,0-4,2016,5
Hele landet,A-02 Kræft,Begge køn,5-9,2002,6
Hele landet,A-02 Kræft,Begge køn,5-9,2003,7
Hele landet,A-02 Kræft,Begge køn,5-9,2004,12
Hele landet,A-02 Kræft,Begge køn,5-9,2005,8
Hele landet,A-02 Kræft,Begge køn,5-9,2006,7
Hele landet,A-02 Kræft,Begge køn,5-9,2007,8
Hele landet,A-02 Kræft,Begge køn,5-9,2008,6
Hele landet,A-02 Kræft,Begge køn,5-9,2009,6
Hele landet,A-02 Kræft,Begge køn,5-9,2010,<5
Hele landet,A-02 Kræft,Begge køn,5-9,2011,9
Hele landet,A-02 Kræft,Begge køn,5-9,2012,6
Hele landet,A-02 Kræft,Begge køn,5-9,2013,5
Hele landet,A-02 Kræft,Begge køn,5-9,2014,<5
Hele landet,A-02 Kræft,Begge køn,5-9,2015,5
Hele landet,A-02 Kræft,Begge køn,5-9,2016,5
Hele landet,A-02 Kræft,Begge køn,10-14,2002,7
Hele landet,A-02 Kræft,Begge køn,10-14,2003,7
Hele landet,A-02 Kræft,Begge køn,10-14,2004,9
Hele landet,A-02 Kræft,Begge køn,10-14,2005,5
Hele landet,A-02 Kræft,Begge køn,10-14,2006,<5
Hele landet,A-02 Kræft,Begge køn,10-14,2007,5
Hele landet,A-02 Kræft,Begge køn,10-14,2008,10
Hele landet,A-02 Kræft,Begge køn,10-14,2009,7
Hele landet,A-02 Kræft,Begge køn,10-14,2010,<5
Hele landet,A-02 Kræft,Begge køn,10-14,2011,9
Hele landet,A-02 Kræft,Begge køn,10-14,2012,<5
Hele landet,A-02 Kræft,Begge køn,10-14,2013,6
Hele landet,A-02 Kræft,Begge køn,10-14,2014,7
Hele landet,A-02 Kræft,Begge køn,10-14,2015,6
Hele landet,A-02 Kræft,Begge køn,10-14,2016,7
Hele landet,A-02 Kræft,Begge køn,15-19,2002,11
Hele landet,A-02 Kræft,Begge køn,15-19,2003,10
Hele landet,A-02 Kræft,Begge køn,15-19,2004,9
Hele landet,A-02 Kræft,Begge køn,15-19,2005,17
Hele landet,A-02 Kræft,Begge køn,15-19,2006,13
Hele landet,A-02 Kræft,Begge køn,15-19,2007,13
Hele landet,A-02 Kræft,Begge køn,15-19,2008,10
Hele landet,A-02 Kræft,Begge køn,15-19,2009,6
Hele landet,A-02 Kræft,Begge køn,15-19,2010,13
Hele landet,A-02 Kræft,Begge køn,15-19,2011,8
Hele landet,A-02 Kræft,Begge køn,15-19,2012,6
Hele landet,A-02 Kræft,Begge køn,15-19,2013,9
Hele landet,A-02 Kræft,Begge køn,15-19,2014,6
Hele landet,A-02 Kræft,Begge køn,15-19,2015,7
Hele landet,A-02 Kræft,Begge køn,15-19,2016,6
Hele landet,A-02 Kræft,Begge køn,20-24,2002,21
Hele landet,A-02 Kræft,Begge køn,20-24,2003,18
Hele landet,A-02 Kræft,Begge køn,20-24,2004,16
Hele landet,A-02 Kræft,Begge køn,20-24,2005,13
Hele landet,A-02 Kræft,Begge køn,20-24,2006,14
Hele landet,A-02 Kræft,Begge køn,20-24,2007,8
Hele landet,A-02 Kræft,Begge køn,20-24,2008,14
Hele landet,A-02 Kræft,Begge køn,20-24,2009,15
Hele landet,A-02 Kræft,Begge køn,20-24,2010,15
Hele landet,A-02 Kræft,Begge køn,20-24,2011,9
Hele landet,A-02 Kræft,Begge køn,20-24,2012,18
Hele landet,A-02 Kræft,Begge køn,20-24,2013,11
Hele landet,A-02 Kræft,Begge køn,20-24,2014,16
Hele landet,A-02 Kræft,Begge køn,20-24,2015,13
Hele landet,A-02 Kræft,Begge køn,20-24,2016,10
Hele landet,A-02 Kræft,Begge køn,25-29,2002,35
Hele landet,A-02 Kræft,Begge køn,25-29,2003,17
Hele landet,A-02 Kræft,Begge køn,25-29,2004,16
Hele landet,A-02 Kræft,Begge køn,25-29,2005,27
Hele landet,A-02 Kræft,Begge køn,25-29,2006,30
Hele landet,A-02 Kræft,Begge køn,25-29,2007,24
